Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,Month_Name,Quarter,Day,Weekday,Weekend_Flag,Revenue_Category,Churn_Status,Inventory_Risk,Order_Size,Recency,Frequency,Monetary,Cluster,Segment,Churn,Churn_Prediction
540073,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-01-04 14:47:00,1.25,16814.0,United Kingdom,7.5,2011,1,January,1,4,Tuesday,False,Low,Active,Low Risk,Small,14,36,12499.71,1,Regular,0,0
555569,22215,CAKE STAND WHITE TWO TIER LACE,6,2011-06-05 15:29:00,8.5,12727.0,France,51.0,2011,6,June,2,5,Sunday,True,Medium,Active,Low Risk,Small,11,10,5679.53,1,Regular,0,0
547340,22083,PAPER CHAIN KIT RETROSPOT,6,2011-03-22 11:53:00,2.95,14875.0,United Kingdom,17.700000000000003,2011,3,March,1,22,Tuesday,False,Low,At Risk,Low Risk,Small,108,3,2862.4,1,Regular,1,1
530339,22948,METAL DECORATION NAUGHTY CHILDREN ,24,2010-11-02 14:55:00,0.85,13523.0,United Kingdom,20.4,2010,11,November,4,2,Tuesday,False,Low,Active,Low Risk,Small,33,6,5101.52,1,Regular,0,0
548358,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-03-30 15:29:00,1.25,15832.0,United Kingdom,15.0,2011,3,March,1,30,Wednesday,False,Low,At Risk,Low Risk,Small,254,1,836.79,0,VIP,1,1
557518,21974,SET OF 36 PAISLEY FLOWER DOILIES,6,2011-06-20 17:14:00,1.45,15280.0,United Kingdom,8.7,2011,6,June,2,20,Monday,False,Low,At Risk,Low Risk,Small,172,3,406.22,1,Regular,1,1
540839,22292,HANGING CHICK  YELLOW DECORATION,3,2011-01-11 15:42:00,1.45,16791.0,United Kingdom,4.35,2011,1,January,1,11,Tuesday,False,Low,Active,High Risk,Small,29,15,4038.69,1,Regular,0,0
572291,23147,SINGLE ANTIQUE ROSE HOOK IVORY,3,2011-10-23 12:46:00,1.45,16931.0,United Kingdom,4.35,2011,10,October,4,23,Sunday,True,Low,Active,High Risk,Small,5,23,5233.62,1,Regular,0,0
531493,22071,SMALL WHITE RETROSPOT MUG IN BOX ,1,2010-11-08 15:12:00,3.75,17984.0,United Kingdom,3.75,2010,11,November,4,8,Monday,False,Low,At Risk,High Risk,Small,145,5,1191.27,1,Regular,1,1
492803,20781,GOLD EAR MUFF HEADPHONES,1,2009-12-20 12:06:00,5.49,17851.0,United Kingdom,5.49,2009,12,December,4,20,Sunday,True,Low,At Risk,High Risk,Small,422,6,1563.34,0,VIP,1,1
509033,20682,RED SPOTTY CHILDS UMBRELLA,1,2010-05-19 17:49:00,3.25,15879.0,United Kingdom,3.25,2010,5,May,2,19,Wednesday,False,Low,At Risk,High Risk,Small,404,4,1157.3,0,VIP,1,1
558564,23176,ABC TREASURE BOOK BOX ,3,2011-06-30 13:45:00,2.25,14057.0,United Kingdom,6.75,2011,6,June,2,30,Thursday,False,Low,Active,High Risk,Small,24,22,8408.84,1,Regular,0,0
501423,22618,COOKING SET RETROSPOT,2,2010-03-16 11:54:00,9.95,14146.0,United Kingdom,19.9,2010,3,March,1,16,Tuesday,False,Low,Active,High Risk,Small,9,12,9450.3,1,Regular,0,0
542862,21539,RED RETROSPOT BUTTER DISH,1,2011-02-01 11:51:00,4.95,14606.0,United Kingdom,4.95,2011,2,February,1,1,Tuesday,False,Low,Active,High Risk,Small,1,192,30861.06,2,Loyal,0,0
506700,21124,SET/10 BLUE SPOTTY PARTY CANDLES,24,2010-05-02 13:46:00,1.25,13136.0,United Kingdom,30.0,2010,5,May,2,2,Sunday,True,Low,Active,Low Risk,Small,56,13,6274.56,1,Regular,0,0
563100,16169E,WRAP 50'S  CHRISTMAS,25,2011-08-12 09:57:00,0.42,12381.0,Norway,10.5,2011,8,August,3,12,Friday,False,Low,Active,Low Risk,Small,5,5,1845.31,1,Regular,0,0
547381,22996,TRAVEL CARD WALLET VINTAGE TICKET,7,2011-03-22 15:25:00,0.42,18041.0,United Kingdom,2.94,2011,3,March,1,22,Tuesday,False,Low,Active,Low Risk,Small,12,38,8752.38,1,Regular,0,0
512946,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,2010-06-20 15:32:00,2.55,17625.0,United Kingdom,5.1,2010,6,June,2,20,Sunday,True,Low,Active,High Risk,Small,18,8,6067.8,1,Regular,0,0
527950,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3,2010-10-19 15:33:00,3.75,16795.0,United Kingdom,11.25,2010,10,October,4,19,Tuesday,False,Low,At Risk,High Risk,Small,365,3,2492.39,0,VIP,1,1
537059,22632,HAND WARMER RED RETROSPOT,5,2010-12-05 11:54:00,2.1,14813.0,United Kingdom,10.5,2010,12,December,4,5,Sunday,True,Low,At Risk,Low Risk,Small,370,4,1090.87,0,VIP,1,1
532068,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-11-10 14:54:00,0.85,12855.0,United Kingdom,10.2,2010,11,November,4,10,Wednesday,False,Low,At Risk,Low Risk,Small,373,4,650.94,0,VIP,1,1
537441,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2010-12-06 17:26:00,6.75,13564.0,United Kingdom,27.0,2010,12,December,4,6,Monday,False,Low,At Risk,High Risk,Small,144,37,17249.55,1,Regular,1,1
495917,21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,12,2010-01-27 13:20:00,1.95,12921.0,United Kingdom,23.4,2010,1,January,1,27,Wednesday,False,Low,Active,Low Risk,Small,9,74,35921.04,2,Loyal,0,0
526288,22083,PAPER CHAIN KIT RETROSPOT,6,2010-10-11 11:53:00,2.95,13919.0,Denmark,17.700000000000003,2010,10,October,4,11,Monday,False,Low,Active,Low Risk,Small,59,4,1360.68,1,Regular,0,0
537844,21110,LARGE CAKE TOWEL PINK SPOTS,1,2010-12-08 15:17:00,6.75,17999.0,United Kingdom,6.75,2010,12,December,4,8,Wednesday,False,Low,Active,High Risk,Small,37,3,730.9,1,Regular,0,0
529349,21678,PAISLEY PATTERN  STICKERS,12,2010-10-28 09:27:00,0.85,13362.0,United Kingdom,10.2,2010,10,October,4,28,Thursday,False,Low,Active,Low Risk,Small,9,7,5394.07,1,Regular,0,0
553524,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-05-17 14:46:00,7.95,15570.0,United Kingdom,7.95,2011,5,May,2,17,Tuesday,False,Low,Active,High Risk,Small,7,25,9311.04,1,Regular,0,0
527068,22023,EMPIRE BIRTHDAY CARD,12,2010-10-14 14:08:00,0.42,16991.0,United Kingdom,5.04,2010,10,October,4,14,Thursday,False,Low,At Risk,Low Risk,Small,421,1,1041.21,0,VIP,1,1
560382,21623,VINTAGE UNION JACK MEMOBOARD,12,2011-07-18 12:49:00,9.95,17389.0,United Kingdom,119.4,2011,7,July,3,18,Monday,False,Medium,Active,Low Risk,Medium,1,61,57224.68,2,Loyal,0,0
529212,21781,MA CAMPAGNE CUTLERY BOX,1,2010-10-27 10:32:00,14.95,16145.0,United Kingdom,14.95,2010,10,October,4,27,Wednesday,False,Low,Active,High Risk,Small,9,19,6805.4400000000005,1,Regular,0,0
521365,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2010-09-05 10:44:00,2.1,14911.0,EIRE,12.6,2010,9,September,3,5,Sunday,True,Low,Active,Low Risk,Small,1,398,295972.63,3,At Risk,0,0
504810,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2010-04-16 12:43:00,2.95,15628.0,United Kingdom,17.700000000000003,2010,4,April,2,16,Friday,False,Low,Active,Low Risk,Small,5,17,5652.26,1,Regular,0,0
572219,21314,SMALL GLASS HEART TRINKET POT,2,2011-10-21 13:17:00,2.1,17463.0,United Kingdom,4.2,2011,10,October,4,21,Friday,False,Low,Active,High Risk,Small,16,7,2557.91,1,Regular,0,0
512458,22418,10 COLOUR SPACEBOY PEN,24,2010-06-16 09:48:00,0.85,14634.0,United Kingdom,20.4,2010,6,June,2,16,Wednesday,False,Low,At Risk,Low Risk,Small,438,4,2124.46,0,VIP,1,1
512285,20671,BLUE TEATIME PRINT BOWL ,2,2010-06-14 14:27:00,1.25,13069.0,United Kingdom,2.5,2010,6,June,2,14,Monday,False,Low,Active,High Risk,Small,1,38,9683.13,1,Regular,0,0
552040,22968,ROSE COTTAGE KEEPSAKE BOX ,4,2011-05-06 08:19:00,9.95,12502.0,Spain,39.8,2011,5,May,2,6,Friday,False,Low,At Risk,High Risk,Small,96,5,3723.87,1,Regular,1,1
547873,22488,NATURAL SLATE RECTANGLE CHALKBOARD,3,2011-03-27 15:33:00,1.65,13240.0,United Kingdom,4.949999999999999,2011,3,March,1,27,Sunday,True,Low,At Risk,High Risk,Small,96,8,1738.52,1,Regular,1,1
519428,21790,VINTAGE SNAP CARDS,144,2010-08-17 10:35:00,0.72,16656.0,United Kingdom,103.68,2010,8,August,3,17,Tuesday,False,Medium,Active,Low Risk,Medium,22,30,16833.170000000002,1,Regular,0,0
580639,22779,WOODEN OWLS LIGHT GARLAND ,1,2011-12-05 12:46:00,4.25,17254.0,United Kingdom,4.25,2011,12,December,4,5,Monday,False,Low,Active,High Risk,Small,5,3,470.73,1,Regular,0,0
573576,22737,RIBBON REEL CHRISTMAS PRESENT ,2,2011-10-31 14:09:00,3.29,14096.0,United Kingdom,6.58,2011,10,October,4,31,Monday,False,Low,Active,High Risk,Small,4,17,65164.79,1,Regular,0,0
571701,21411,GINGHAM HEART  DOORSTOP RED,3,2011-10-18 15:05:00,4.25,14639.0,United Kingdom,12.75,2011,10,October,4,18,Tuesday,False,Low,Active,High Risk,Small,52,9,4978.96,1,Regular,0,0
527304,21100,CHARLIE AND LOLA CHARLOTTE BAG,1,2010-10-15 14:35:00,1.65,17316.0,United Kingdom,1.65,2010,10,October,4,15,Friday,False,Low,At Risk,High Risk,Small,420,1,124.45,0,VIP,1,1
571404,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-10-17 12:04:00,9.95,17520.0,United Kingdom,19.9,2011,10,October,4,17,Monday,False,Low,Active,High Risk,Small,54,1,546.81,1,Regular,0,0
537374,21889,WOODEN BOX OF DOMINOES,1,2010-12-06 12:55:00,1.25,17259.0,United Kingdom,1.25,2010,12,December,4,6,Monday,False,Low,At Risk,High Risk,Small,148,6,1889.34,1,Regular,1,1
577850,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-11-22 11:04:00,0.29,14911.0,EIRE,6.959999999999999,2011,11,November,4,22,Tuesday,False,Low,Active,Low Risk,Small,1,398,295972.63,3,At Risk,0,0
563076,22384,LUNCH BAG PINK POLKADOT,200,2011-08-11 16:12:00,1.45,14646.0,Netherlands,290.0,2011,8,August,3,11,Thursday,False,High,Active,Low Risk,Medium,2,151,528602.52,3,At Risk,0,0
508359,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2010-05-14 12:52:00,1.25,16836.0,United Kingdom,15.0,2010,5,May,2,14,Friday,False,Low,Active,Low Risk,Small,40,4,782.37,1,Regular,0,0
551351,85204,HANGING WOOD AND FELT FLOWER,24,2011-04-28 10:20:00,0.36,14298.0,United Kingdom,8.64,2011,4,April,2,28,Thursday,False,Low,Active,Low Risk,Small,8,82,91194.49,2,Loyal,0,0
571279,22602,RETROSPOT WOODEN HEART DECORATION,24,2011-10-16 12:54:00,0.85,16466.0,United Kingdom,20.4,2011,10,October,4,16,Sunday,True,Low,Active,Low Risk,Small,34,15,3838.59,1,Regular,0,0
524305,21584,RETROSPOT SMALL TUBE MATCHES,10,2010-09-28 13:40:00,1.65,14988.0,United Kingdom,16.5,2010,9,September,3,28,Tuesday,False,Low,At Risk,Low Risk,Small,212,7,2066.6,1,Regular,1,1
550008,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-04-14 10:17:00,9.95,15570.0,United Kingdom,19.9,2011,4,April,2,14,Thursday,False,Low,Active,High Risk,Small,7,25,9311.04,1,Regular,0,0
542789,22255,FELT TOADSTOOL  SMALL,48,2011-02-01 10:38:00,0.85,17511.0,United Kingdom,40.8,2011,2,February,1,1,Tuesday,False,Low,Active,Low Risk,Small,3,60,175603.55,2,Loyal,0,0
515951,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-07-15 18:07:00,0.42,17861.0,United Kingdom,5.04,2010,7,July,3,15,Thursday,False,Low,Active,Low Risk,Small,3,18,5127.69,1,Regular,0,0
490229,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2009-12-04 12:20:00,1.95,18223.0,United Kingdom,19.5,2009,12,December,4,4,Friday,False,Low,Active,Low Risk,Small,5,26,14000.85,1,Regular,0,0
561025,22093,MOTORING TISSUE BOX,1,2011-07-24 10:37:00,0.39,16241.0,United Kingdom,0.39,2011,7,July,3,24,Sunday,True,Low,Active,High Risk,Small,10,16,4329.31,1,Regular,0,0
498579,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2010-02-21 14:41:00,12.75,17332.0,United Kingdom,12.75,2010,2,February,1,21,Sunday,True,Low,At Risk,High Risk,Small,528,5,838.27,0,VIP,1,1
509184,84279B,CHERRY BLOSSOM DECORATIVE FLASK,2,2010-05-20 16:49:00,3.75,16347.0,United Kingdom,7.5,2010,5,May,2,20,Thursday,False,Low,Active,High Risk,Small,11,11,3509.41,1,Regular,0,0
578252,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,160,2011-11-23 12:48:00,2.55,16079.0,United Kingdom,408.0,2011,11,November,4,23,Wednesday,False,High,Active,Low Risk,Medium,17,3,1352.0,1,Regular,0,0
556917,22423,REGENCY CAKESTAND 3 TIER,32,2011-06-15 13:37:00,10.95,12415.0,Australia,350.4,2011,6,June,2,15,Wednesday,False,High,Active,Low Risk,Medium,24,28,144458.37,2,Loyal,0,0
499988,21717,EASTER TIN BUCKET,24,2010-03-03 16:21:00,2.55,13654.0,United Kingdom,61.2,2010,3,March,1,3,Wednesday,False,Medium,Active,Low Risk,Small,43,11,6308.0,1,Regular,0,0
534633,22155,STAR DECORATION RUSTIC,6,2010-11-23 13:01:00,0.42,12573.0,France,2.52,2010,11,November,4,23,Tuesday,False,Low,At Risk,Low Risk,Small,227,5,717.41,1,Regular,1,1
540148,21879,HEARTS GIFT TAPE,24,2011-01-05 10:58:00,0.19,14189.0,United Kingdom,4.5600000000000005,2011,1,January,1,5,Wednesday,False,Low,Active,Low Risk,Small,2,16,5814.39,1,Regular,0,0
514367,84839,SWEETHEART KEY CABINET,1,2010-07-01 19:16:00,6.75,15015.0,United Kingdom,6.75,2010,7,July,3,1,Thursday,False,Low,At Risk,High Risk,Small,501,13,2365.02,0,VIP,1,1
504904,22341,LOVE GARLAND PAINTED ZINC ,4,2010-04-18 15:53:00,1.65,18069.0,United Kingdom,6.6,2010,4,April,2,18,Sunday,True,Low,Active,High Risk,Small,26,11,4540.56,1,Regular,0,0
570332,22470,HEART OF WICKER LARGE,11,2011-10-10 12:18:00,2.95,18169.0,United Kingdom,32.45,2011,10,October,4,10,Monday,False,Low,Active,Low Risk,Small,61,1,202.65,1,Regular,0,0
525422,84689,S/2 BEACH HUT TREASURE CHESTS,1,2010-10-05 12:53:00,5.95,16065.0,United Kingdom,5.95,2010,10,October,4,5,Tuesday,False,Low,At Risk,High Risk,Small,365,8,2382.62,0,VIP,1,1
552641,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-05-10 13:20:00,2.1,16525.0,United Kingdom,75.60000000000001,2011,5,May,2,10,Tuesday,False,Medium,Active,Low Risk,Small,2,48,24582.64,1,Regular,0,0
522337,22465,HANGING METAL STAR LANTERN,12,2010-09-14 10:34:00,1.65,13440.0,United Kingdom,19.8,2010,9,September,3,14,Tuesday,False,Low,At Risk,Low Risk,Small,423,7,1295.25,0,VIP,1,1
513095,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2010-06-21 14:49:00,1.95,15122.0,United Kingdom,39.0,2010,6,June,2,21,Monday,False,Low,At Risk,Low Risk,Small,114,11,4497.47,1,Regular,1,1
490953,21911,GARDEN METAL SIGN ,12,2009-12-08 14:56:00,1.65,13204.0,United Kingdom,19.8,2009,12,December,4,8,Tuesday,False,Low,At Risk,Low Risk,Small,731,1,966.66,0,VIP,1,1
527095,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-10-14 16:24:00,0.42,17823.0,United Kingdom,5.04,2010,10,October,4,14,Thursday,False,Low,At Risk,Low Risk,Small,421,2,494.25,0,VIP,1,1
572296,22670,FRENCH WC SIGN BLUE METAL,1,2011-10-23 14:28:00,1.25,13598.0,United Kingdom,1.25,2011,10,October,4,23,Sunday,True,Low,Active,High Risk,Small,47,5,789.59,1,Regular,0,0
501144,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2010-03-14 12:37:00,4.65,14161.0,United Kingdom,4.65,2010,3,March,1,14,Sunday,True,Low,At Risk,High Risk,Small,216,7,3318.88,1,Regular,1,1
578705,22196,SMALL HEART MEASURING SPOONS,1,2011-11-25 11:12:00,0.85,12531.0,Germany,0.85,2011,11,November,4,25,Friday,False,Low,Active,High Risk,Small,15,2,1933.2,1,Regular,0,0
532150,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2010-11-11 12:06:00,1.25,16395.0,United Kingdom,1.25,2010,11,November,4,11,Thursday,False,Low,Active,High Risk,Small,61,14,3537.85,1,Regular,0,0
500886,22163,HEART STRING MEMO HOLDER HANGING,24,2010-03-10 15:25:00,2.95,15558.0,United Kingdom,70.80000000000001,2010,3,March,1,10,Wednesday,False,Medium,At Risk,Low Risk,Small,639,1,214.13,0,VIP,1,1
566930,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-09-15 15:26:00,0.55,15417.0,United Kingdom,13.2,2011,9,September,3,15,Thursday,False,Low,Active,Low Risk,Small,85,1,508.8,1,Regular,0,0
551747,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,48,2011-05-04 11:00:00,0.85,14298.0,United Kingdom,40.8,2011,5,May,2,4,Wednesday,False,Low,Active,Low Risk,Small,8,82,91194.49,2,Loyal,0,0
538744,82567,"AIRLINE LOUNGE,METAL SIGN",2,2010-12-14 11:26:00,2.1,15356.0,United Kingdom,4.2,2010,12,December,4,14,Tuesday,False,Low,Active,High Risk,Small,31,13,3464.95,1,Regular,0,0
497043,72741,GRAND CHOCOLATECANDLE,18,2010-02-05 14:42:00,1.45,15784.0,United Kingdom,26.1,2010,2,February,1,5,Friday,False,Low,At Risk,Low Risk,Small,468,2,848.33,0,VIP,1,1
527436,22804,CANDLEHOLDER PINK HANGING HEART,6,2010-10-18 08:11:00,2.95,15786.0,United Kingdom,17.700000000000003,2010,10,October,4,18,Monday,False,Low,Active,Low Risk,Small,46,5,8514.82,1,Regular,0,0
574959,23370,SET 36 COLOURING PENCILS DOILY,1,2011-11-08 10:09:00,1.25,17886.0,United Kingdom,1.25,2011,11,November,4,8,Tuesday,False,Low,Active,High Risk,Small,32,6,1608.38,1,Regular,0,0
568491,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-09-27 11:58:00,1.45,15443.0,United Kingdom,17.4,2011,9,September,3,27,Tuesday,False,Low,Active,Low Risk,Small,2,14,5175.93,1,Regular,0,0
510192,82600,NO SINGING METAL SIGN,2,2010-05-27 18:13:00,2.1,17841.0,United Kingdom,4.2,2010,5,May,2,27,Thursday,False,Low,Active,High Risk,Small,2,211,70884.07,2,Loyal,0,0
562540,21162,TOXIC AREA  DOOR HANGER ,3,2011-08-05 15:38:00,0.39,17400.0,United Kingdom,1.17,2011,8,August,3,5,Friday,False,Low,At Risk,High Risk,Small,126,8,4677.05,1,Regular,1,1
576830,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-11-16 14:54:00,4.95,14898.0,United Kingdom,9.9,2011,11,November,4,16,Wednesday,False,Low,Active,High Risk,Small,23,14,3507.81,1,Regular,0,0
530941,21899,"KEY FOB , GARAGE DESIGN",24,2010-11-04 17:44:00,0.65,13903.0,United Kingdom,15.6,2010,11,November,4,4,Thursday,False,Low,At Risk,Low Risk,Small,400,1,165.45000000000002,0,VIP,1,1
559289,84836,ZINC METAL HEART DECORATION,3,2011-07-07 12:22:00,1.25,15719.0,United Kingdom,3.75,2011,7,July,3,7,Thursday,False,Low,Active,High Risk,Small,33,31,10223.06,1,Regular,0,0
579470,20979,36 PENCILS TUBE RED RETROSPOT,1,2011-11-29 15:06:00,1.25,16549.0,United Kingdom,1.25,2011,11,November,4,29,Tuesday,False,Low,Active,High Risk,Small,10,34,13182.19,1,Regular,0,0
550350,22605,WOODEN CROQUET GARDEN SET,1,2011-04-18 10:04:00,14.95,15491.0,United Kingdom,14.95,2011,4,April,2,18,Monday,False,Low,At Risk,High Risk,Small,95,6,3100.09,1,Regular,1,1
522601,20974,12 PENCILS SMALL TUBE SKULL,96,2010-09-15 13:35:00,0.65,16422.0,United Kingdom,62.400000000000006,2010,9,September,3,15,Wednesday,False,Medium,Active,Low Risk,Small,17,109,63651.47,2,Loyal,0,0
545682,23193,BUFFALO BILL TREASURE BOOK BOX,1,2011-03-06 11:39:00,2.25,14701.0,United Kingdom,2.25,2011,3,March,1,6,Sunday,True,Low,Active,High Risk,Small,11,15,4562.09,1,Regular,0,0
502832,79323W,WHITE CHERRY LIGHTS,1,2010-03-28 12:34:00,6.75,14805.0,United Kingdom,6.75,2010,3,March,1,28,Sunday,True,Low,Active,High Risk,Small,15,7,1104.64,1,Regular,0,0
500293,84600,NEW BAROQUE JEWELLERY BOX ,1,2010-03-05 16:02:00,7.95,13174.0,United Kingdom,7.95,2010,3,March,1,5,Friday,False,Low,Active,High Risk,Small,16,12,9494.84,1,Regular,0,0
508356,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2,2010-05-14 12:43:00,3.95,13319.0,United Kingdom,7.9,2010,5,May,2,14,Friday,False,Low,Active,High Risk,Small,5,58,22082.5,1,Regular,0,0
575188,22386,JUMBO BAG PINK POLKADOT,10,2011-11-09 09:07:00,2.08,16759.0,United Kingdom,20.8,2011,11,November,4,9,Wednesday,False,Low,Active,Low Risk,Small,8,3,789.79,1,Regular,0,0
526747,20831,GOLD PHOTO FRAME,6,2010-10-13 09:32:00,2.1,16625.0,United Kingdom,12.6,2010,10,October,4,13,Wednesday,False,Low,At Risk,Low Risk,Small,275,5,1654.03,0,VIP,1,1
579516,22134,MINI LADLE LOVE HEART RED ,1,2011-11-29 17:52:00,0.42,17841.0,United Kingdom,0.42,2011,11,November,4,29,Tuesday,False,Low,Active,High Risk,Small,2,211,70884.07,2,Loyal,0,0
520730,72819,CUPID DESIGN SCENTED CANDLES,48,2010-08-29 15:54:00,0.85,13093.0,United Kingdom,40.8,2010,8,August,3,29,Sunday,True,Low,At Risk,Low Risk,Small,276,55,54943.65,2,Loyal,1,1
567656,22570,FELTCRAFT CUSHION RABBIT,1,2011-09-21 14:40:00,7.46,14096.0,United Kingdom,7.46,2011,9,September,3,21,Wednesday,False,Low,Active,High Risk,Small,4,17,65164.79,1,Regular,0,0
524021,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-09-27 10:36:00,0.55,13015.0,United Kingdom,13.2,2010,9,September,3,27,Monday,False,Low,Active,Low Risk,Small,53,11,6586.42,1,Regular,0,0
527049,21213,PACK OF 72 SKULL CAKE CASES,6,2010-10-14 12:50:00,0.55,13857.0,United Kingdom,3.3000000000000003,2010,10,October,4,14,Thursday,False,Low,At Risk,Low Risk,Small,393,6,1001.01,0,VIP,1,1
505177,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-04-20 13:43:00,9.95,13042.0,United Kingdom,9.95,2010,4,April,2,20,Tuesday,False,Low,At Risk,High Risk,Small,598,3,1556.54,0,VIP,1,1
523161,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2010-09-20 15:24:00,1.65,14146.0,United Kingdom,19.8,2010,9,September,3,20,Monday,False,Low,Active,Low Risk,Small,9,12,9450.3,1,Regular,0,0
499232,20728,LUNCH BAG CARS BLUE,3,2010-02-25 12:21:00,1.65,13334.0,United Kingdom,4.949999999999999,2010,2,February,1,25,Thursday,False,Low,Active,High Risk,Small,82,5,6263.75,1,Regular,0,0
553996,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-05-20 11:33:00,2.1,15220.0,United Kingdom,12.6,2011,5,May,2,20,Friday,False,Low,Active,Low Risk,Small,52,6,1778.96,1,Regular,0,0
514514,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-07-04 13:59:00,2.95,15976.0,United Kingdom,5.9,2010,7,July,3,4,Sunday,True,Low,At Risk,High Risk,Small,165,6,1746.64,1,Regular,1,1
581404,23109,PACK OF SIX LED TEA LIGHTS,6,2011-12-08 13:47:00,2.89,13680.0,United Kingdom,17.34,2011,12,December,4,8,Thursday,False,Low,Active,Low Risk,Small,1,12,11435.67,1,Regular,0,0
575318,21803,CHRISTMAS TREE STAR DECORATION,36,2011-11-09 13:17:00,0.42,14921.0,United Kingdom,15.12,2011,11,November,4,9,Wednesday,False,Low,Active,Low Risk,Small,30,2,1316.07,1,Regular,0,0
571682,21901,"KEY FOB , BACK DOOR ",2,2011-10-18 14:00:00,0.65,14179.0,United Kingdom,1.3,2011,10,October,4,18,Tuesday,False,Low,Active,High Risk,Small,41,2,719.78,1,Regular,0,0
561874,22930,BAKING MOULD HEART MILK CHOCOLATE,2,2011-07-31 12:02:00,2.55,16255.0,United Kingdom,5.1,2011,7,July,3,31,Sunday,True,Low,Active,High Risk,Small,17,15,4906.8,1,Regular,0,0
526170,22386,JUMBO BAG PINK POLKADOT,10,2010-10-10 10:48:00,1.95,15179.0,United Kingdom,19.5,2010,10,October,4,10,Sunday,True,Low,Active,Low Risk,Small,18,13,7491.92,1,Regular,0,0
513627,22563,HAPPY STENCIL CRAFT,1,2010-06-27 13:16:00,1.25,17194.0,United Kingdom,1.25,2010,6,June,2,27,Sunday,True,Low,At Risk,High Risk,Small,274,3,812.5,0,VIP,1,1
497921,84447,6 RABBIT CHAIN EASTER,12,2010-02-14 15:38:00,0.85,14869.0,United Kingdom,10.2,2010,2,February,1,14,Sunday,True,Low,Active,Low Risk,Small,9,6,2804.24,1,Regular,0,0
501144,75049L,LARGE CIRCULAR MIRROR MOBILE,4,2010-03-14 12:37:00,1.25,14161.0,United Kingdom,5.0,2010,3,March,1,14,Sunday,True,Low,At Risk,High Risk,Small,216,7,3318.88,1,Regular,1,1
531857,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2010-11-10 10:18:00,9.95,17644.0,United Kingdom,19.9,2010,11,November,4,10,Wednesday,False,Low,Active,High Risk,Small,1,20,6028.6,1,Regular,0,0
505314,47566,PARTY BUNTING,10,2010-04-21 12:02:00,4.65,12681.0,France,46.5,2010,4,April,2,21,Wednesday,False,Low,Active,Low Risk,Small,15,45,30868.28,1,Regular,0,0
516954,21910,WAY OUT METAL SIGN ,1,2010-07-25 15:40:00,1.65,13137.0,United Kingdom,1.65,2010,7,July,3,25,Sunday,True,Low,Active,High Risk,Small,11,16,7712.7,1,Regular,0,0
534822,21240,BLUE POLKADOT CUP,4,2010-11-24 12:54:00,0.85,12970.0,United Kingdom,3.4,2010,11,November,4,24,Wednesday,False,Low,Active,High Risk,Small,7,10,1524.97,1,Regular,0,0
572194,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2,2011-10-21 11:43:00,0.39,17832.0,United Kingdom,0.78,2011,10,October,4,21,Friday,False,Low,Active,High Risk,Small,50,1,155.37,1,Regular,0,0
497124,84510B,SET OF 4 FAIRY CAKES COASTERS ,2,2010-02-05 15:24:00,1.25,13564.0,United Kingdom,2.5,2010,2,February,1,5,Friday,False,Low,At Risk,High Risk,Small,144,37,17249.55,1,Regular,1,1
